;274768;
Расчетное систолическое давление в легочной артерии верхняя граница нормы;1;
Обратный ток через протез ст;1;
Размеры правых камер на верхней границе нормы;1;
Констриктивных нарушений не выявлено;1;
Определяется сепарация листков перикарда за боковой стенкой стенкой ЛЖ до;1;
В левой плевральной полости лоцируется небольшое колво жидкости до;1;
Определяется гипокинезия верхушечных сегментов передней и боковой стенок ЛЖ;1;
Признаков тампонады на момент исследования нет;1;
имеются также признаки дегенеративных изменений МК кальций в заднем сегменте митрального кольца в подклапангых структурах;1;
Створки плотные;1;
см легкий АС;1;
Правые камеры легко расширенывизуализируется электрод;1;
Гипокинезияю базального и срединного сегментов нижней стенки;1;
гипоакинезии верхушечных сегментов боковой и передней стенок ЛЖ;1;
Дополнительные патологические образования в полостях сердца не выявлены;1;
кальциноз оснований створок и фиброзного кольца;1;
Индекс массы миокарда повышен нормальная геометрия ЛЖ;1;
Расширены левый желудочек;1;
Отчетливо региональных нарушений сократимости не визуализирвоано;1;
по нижней стенке ПЖ;1;
ДЛА не определяется;1;
выявлена гипокинезия миокарда базального нижнего сегмента ЛЖ;1;
локальное нарушение сократимости боковой стенки;1;
Фрагментарный кальциноз подклапанных структур митрального клапана;1;
Выраженная дилатация левых камер объем левого предсердия;1;
более выраженная в области межжелудочковой перегородки;1;
Выраженная диастолическая дисфункция ЛЖ по рестриктивному типу EEm;1;
Легко ускорены показатели кровотока на МК;1;
Гиперкинезия остатальных сегментов;1;
Короткий протокол исследования с целью оценки систолической функции ЛЖ   Глобальная сократительная функция ЛЖ легко снижена за счет гипоакинезии миокарда верхушки сердца;1;
Глобальная функция ЛЖ легко снижена;1;
Нельзя исключить наличие тромба;1;
Дилатация ствола легочной артерии;1;
отчетливых нарушений локальной сократимости не выявлено;1;
Повышен индекс массы миокарда;1;
увеличен индекс объмема ПП;1;
сист фция сохранна;1;
В митральной позиции;1;
соответствует легкому аортальному стенозу;1;
приклапанная аортальная регургитацияКровоток на АоК ускорен легкий аортальный стеноз;1;
гипокинезия базальных и срединных нижних и переднебоковых сегментов ЛЖ;1;
Дилатация полости ЛЖ и обоих предсердий;1;
срединных переднего и перегородочных сегментов гипокинезии базальных переденего и перегородочных сегментов ЛЖ;1;
Размер правого предсердия на верхней границе нормы;1;
МПП визуализируется на всем протяжении;1;
Фракция выброса ЛЖ по Simpson ~%;1;
ФГБУ СЗФМИЦ гСанктПетербург;1;
ангиопластика;1;
Гипокинезия верхушечных переднеперегородочного;1;
Пролапс передней створки МК;1;
Глобальная систолическая функция ЛЖ значительно снижена за счет акинезии верхушки циркулярно;1;
Правы желудочек не расширен Умеренное расширение правого предсердия увеличен индекс объема ПП;1;
Глобальная систолическая функция ЛЖ умеренно снижена за счет гипокинезии срединных и верхушечных сегментов МЖП и передней стенки ЛЖ;1;
Сократимость ЛЖ оценивалась на фоне частой желудочковой экстрасистолии по типу бигемении;1;
давление в легочной артерии не определяетсяНарушение расслабления ЛЖ;1;
Градиент на клапане занижен на фоне сниженной ФВ;1;
Гипокинезия базальных сегментов МЖП и передней стенки;1;
Миокард ЛЖ не гипертрофирован Глобальная сократимость ЛЖ слегка снижена EF по Simpson;1;
Проявления внутрижелудочковой диссинхронии на боковой стенке;1;
восходящий отдел и дуга не визуализированы;1;
дефект МЖП разрыв МЖП;1;
масса миокарда значительно повышена выраженная эксцентрическая ГЛЖ;1;
размер ЛП;1;
выявлена гипоакинезия базальных и срединных нижних и нижнебоковых сегментов ЛЖ;1;
Размеры ПЖ basal RV мм;1;
Камеры не расширены размеры левого предсердия на верхней границе нормы;1;
ДопплерКГ значимая регургитация не выявлена;1;
Столическое давление в Ла повышено до;1;
Сократимость ПЖ по данным TDI TAVS смс сохранена;1;
Заключение Диалатация камер сердца;1;
наложения фибрина на висцеральном листке;1;
относительного истончения задненижней и боковой стенок;1;
Короткий протокол исследования с целью оценки систолической функции ЛЖ Глобальная сократительная функция ЛЖ легко снижена ФВ % за счет гипоакинезии миокарда срединного и базального нижних сегментов;1;
Жидкость в плевральной полости слева;1;
по сравнению с пред данными некоторое уменьшение размеров ЛЖ;1;
фрагментарно кальцинированы уоснований полулуния аортального клапана с формированием легкого аортального стеноза;1;
умеренно расширена дуга Ао до мм;1;
кальцинированы по краям комиссур;1;
Короткий протокол перед КАГ Глобальная сократительная функция ЛЖ значительно снижена ФВ %;1;
гипокинезия базального и срединного сегмента боковой стенки;1;
не определяются;1;
переднеперегородочной и передней стенок;1;
МК без нарушений гемодинамики;1;
гипоакинезии срединных и базальных сегментов МЖП и нижнебоковой стенки ЛЖ;1;
Глобальная сократимость ЛЖ снижена за счет аневризмы нижнеперегородочной области и верхушки ЛЖ;1;
Заключение Нарушения сократимости в бассейне ПКА и ОА;1;
нижнего и нижнебокового сегментов срединного нижнего сегмента ЛЖ;1;
Аортальный порок сердца склеродегенеративный тяжелый аортальный стеноз Vmax;1;
При сравнении с результатом предыдущего исследования отмечается положительная динамика в виде улучшения сократимости срединных передне и нижнебокового сегментов ЛЖ;1;
Створки ТК и ПК не изменены ЛА расширена до;1;
косвенных признаков легочной гипертензии нет;1;
Визуализация крайне затруднена вследствие анатомоконституциональных особенностей пациента Умеренная дилатация левого предсердия;1;
Заключение В динамике сохраняется межжелудочковая диссинхрония;1;
Акинезия базального сегмента нижней стенки ЛЖ и базального нижнеперегородочного сегмента;1;
Створки незначительно утолщены;1;
ПЖ не расширен Концентрическая гипертрофия миокарда ЛЖ ИММ;1;
мс Заключение Не выявлено значимой меж и внутрижелудочковой диссинхронии миокарда ЭКГ ФП с частотой в мин;1;
Начальные проявления диастолической дисфункции ЛЖ по типу нарушения релаксации EmAm;1;
передниего и боковых базальных переднего и боковых сегментов ЛЖ;1;
ст трикуспидальная регургитаци ст;1;
В средней трети МПП по ЦДК опреляется дефект со сбросом слева направо около;1;
Гипокинезия верхушечных сегментов передней и боковой стенки ЛЖ и срединного сегмента передней стенки ЛЖ;1;
см* см;1;
За передней стенкой ПЖ до;1;
см в диастолу анэхогенное содержимое в полости перикарда не выявлено;1;
Выраженная гипокинезия нижней;1;
Кровоток на АоК замедлен малый выброс Диастолическая дисфункция ЛЖ и ПЖ по ригидному типу;1;
наиболее гипокинетична;1;
кол на %;1;
срединного сегмента задней стенки ЛЖ срединного и верхушечного отделов свободной стенки правого желудочка;1;
акинезия срединных и верхушечного сегментов МЖП и передней стенки ЛЖ;1;
Кровоток в выносящем тракте ЛЖ в покое незначительно ускорен до;1;
срединных и верхушечных сегментов боковой стенки ЛЖ;1;
Интраоперационное исследование перикардиоцентез под УЗ контролем;1;
на фоне тахисистолии;1;
левого желудочка;1;
кальцинированы ++ полулуния аортального клапана с формированием легкого аортального стеноза расчетная площадь отверстия АК;1;
акинезия верхушечных сегментов боковой;1;
Данных в пользу тампонады перикарда нет отрицательные допплерографические признаки;1;
Асинхронное движение;1;
Фиброз базального сегмента МЖП;1;
Межжелудочковая перегородка Sобразной формы;1;
Визуализация затруднена в связи с вынужденным положением больного доступ из парастернальной позиции неоптимальный;1;
Аортальные полулуния фрагментарно кальцинированы;1;
небольшая легочная гипертензия;1;
ИКСО млм кв за счет акинезии задней;1;
выявлена гипокинезия миокарда дистального бокового сегмента ЛЖ;1;
Сократимость по TDI сохранена TAVS;1;
Стенки не утолщены на верхней границе нормы;1;
систолическая сепарация створок до;1;
Умеренно снижена систолическая функция ЛЖ за счет гипоакинезии срединных и верхушечных сегментов ПС;1;
отмечается акинезия межжелудочковой перегородки;1;
Диаметр аорты на уровне синусов;1;
Митральная и регургитация;1;
верхушечного сегмента МЖП и нижней стенки аневризма верхушки ЛЖ;1;
Глобальная систолическая функция ЛЖ умеренно снижена за счет акинезии боковой;1;
ИММ ЛЖ умеренно повышен;1;
Глобальная систолическая функция ЛЖ снижена за счет акинезии базального и срединного сегментов задней стенки;1;
степени струи;1;
Нарушения глобальной сократительной способности ПЖ не выявлено;1;
за задней стенкой ПЖ;1;
Левый желудочек не дилатирован;1;
MVAVTI смстеноза нетвроятно за счет перегрузки объемом Давление в ЛА измерить не удалось;1;
Глобальная сократительная функция ЛЖ легко снижена за счет гипоакинезии миокарда верхушки сердца и дистальных сегментов циркулярно гипокинезии базальных и срединных передних;1;
Количество жидкости в полости перикарда минимально превышает физиологическое;1;
Расщирен ствол лёгочной артерии;1;
Митральная регургитация III степениТрёхстворчатый клапан не изменён;1;
Глобальная систолическая функция ЛЖ не нарушена акинезия базального сегмента;1;
Выраженная дилатация полости левого желудочка;1;
Врач Лясникова ЕА г ЗАКЛЮЧЕНИЕ;1;
Расчетное систолическое давление легочной артерии повышено;1;
АоУ функционирует нормально;1;
Iaooaiea eieaeuiie nieaoeiinoe ieieaaa E;1;
Глобальная систолическая функция ЛЖ умеренно снижена за счёт акинезии верхушки и срединного отдела МЖП с элементами дискинезии;1;
Легкая гипокинезия МЖП и нижней стенки;1;
митрального клапанов уплотнены с наличием мелких кальцинатов;1;
TDI RV;1;
Отмечается легкое снижение глобальной сократимости ЛЖ на фоне тахисистолии EF по Simpson %;1;
В полости перикарда минимальное количество жидкости преимущественно за ПП до мм;1;
Систолическая функция ПЖ снижена TAVSсмсек;1;
Глобальная сократительная способность ЛЖ умеренно снижена за счет акинезии дистальных сегментов всех стенок и срединных сегментов МЖП и передней стенки ЛЖ;1;
Сократительная способность миокарда ЛЖ удовлевторительная;1;
Небольшое количество жидкости в полости перикардамм за ЗС;1;
Короткий проткол оцнки систолической функции ЛЖ;1;
Незначительная аортальная и пульмональная недостаточность;1;
Систолическая функция ПЖ по данным TDI на нижней границе нормы S’ –;1;
остальные клапаны без изменений;1;
Умеренно снижена систолическая функция ЛЖ за счет гипоакинезии передней стенки;1;
плоский кальцинированный пристеночный тромб в невризме ЛЖ;1;
лоцируется пристеночная эхопозитивная структура * мм;1;
Кровоток на аортальном клапане ускорен;1;
фрагментарно кальциинрвоаны + полулуния аортального клапана;1;
ТрК Левый желудочек КДО;1;
и сред;1;
Глобальная систолическая функция ЛЖ легко снижена за счет гипокинезии базальных и срединных сегментов боковой и передней стенок ЛЖ;1;
ЗАКЛЮЧЕНИЕ Гипертрофия миокарда левого желка с нарушением диастолической фии по ригидному типу;1;
масса миокарда не повышена эксцентрическое ремоделирование ЛЖ;1;
Визуализация значительно снижена вынужденное положение на спине;1;
складывается впечатление о гипокинезии боковой и передней стенок ЛЖ;1;
выраженная концентрическая гипертофия ЛЖ;1;
Выраженная гипокинезия срединных и апикальных сегментов боковой и передней стенок ЛЖ;1;
МЖП и переднеперегородочного сегмента ЛЖ;1;
фиброз с элементами кальциноза подклапанных структур и фиброзного кольца;1;
Объем левого желудочка не увеличен индекс КДО —;1;
Кровоток в стволе ЛА резко замедлен;1;
ст струя эксцентрическая вдоль МПП и митральная регургитация приклапанная;1;
Легко ускорен кровоток на аортальном клапане аортальный стеноз;1;
Легочная гипртензия;1;
Гипокинезия верхушки верзушечгых сегментов циркулярно и срединного сегмента боковой стенки;1;
МК створки уплотнены МНдст;1;
количество жидкости в его полости на верхней границе нормы расхождение листков за задней и боковой стенкой ЛЖ;1;
Акинезия базального сегмента и гипокинезия срединного сегмента нижней стенки ЛЖ;1;
стPHT;1;
Небольшщой систолический пролапс обеих створок;1;
Выполнено исследование по короткому протоколу;1;
срединных сегментов и легкой гипокинезии дистальных сегментов МЖП;1;
Качество визуализации снижено;1;
Пульмональное регургитация приклапанная;1;
Выраженный кальциноз створок митрального клапана с формированием умеренного митрального стеноза средний градиент;1;
Левое предсердие незначительно расширено;1;
Расчётное систолическое давление в лёгочной артерии на верхней границе нормыСеть Киари в правом предсердии;1;
гипокинезии базального и срединного переднебокового сегмента ЛЖ;1;
Обращает внимание увеличение митральной регургитации до;1;
Появилось частичное коллабирование правого предсерия и правого желудочка;1;
Гипокинезия верхушечных сегментов;1;
верхушечного и срединного бокового;1;
Глобальная сократительная функция ЛЖ значительно снижена ФВ % за счет акинезии верхушки сердца;1;
В полости ПЖ лоцируется электрод ЭКС;1;
сединичными участками кальциноза в основании клапанов;1;
Индекс массы миокарда лЛЖ не увеличен;1;
электродов ИКД Перикард не изменен;1;
кальциноз заднего сегмента митрального кольца и основания задней сьворки;1;
проявления внутрижелудочковой диссинхронии на задней и боковой стенках;1;
Расчетное систолическое давление в легочной артерии вероятно ок;1;
правые камеры сердца умеренно увеличены;1;
Диастолическая дисфункция ЛЖ EE';1;
Короткий протокол для оценки перикарда минимальное расхождение листков перикарда за правым желудочком из эпигастральной позиции до;1;
Значимая регургитация не выявлена;1;
распечатку;1;
Глобальная сократительная способность ЛЖ легко снижена за счет аневризмы переднеперегородочной области на уровне дистальных сегментов;1;
Определяется расхождение листков перикарда перед ПЖ и над правым предсердием до;1;
не расширена Легочный ствол не визуализирован;1;
Акинезия апикальных и части срединных сегментов межжелудочковой перегородки и передней стенки ЛЖ;1;
Сохраняяется истончение верхушки;1;
Значимая регургитация ТК;1;
апикальных сегментов передней;1;
Легко снижена систолическая функция ЛЖ за счет гипоакинезии срединного и верхушечного сегментов передней стенки и МЖП;1;
Глобальная сократительная функция ЛЖ легко снижена ФВ Симпсон % за счет гипоакинезии миокарда срединных и базальных нижних и нижнебоковых сегментов ЛЖ;1;
пролабируетв полость правого предсердия;1;
вероятно тромб визуализация неоптимальная;1;
на фоне проводимой ВИВЛ и ЧСС до;1;
Глобальная систолическая функция резко снижена;1;
Короткий протокол исследования с целью оценки систолической функции ЛЖ Визуализация затруднена вынужденным положением на спине;1;
масса миокарда и ИММ легко повышены лёгкая концентрическая гипертрофия ЛЖ;1;
Акинезия верхушечных сегментов всех стенок;1;
мм TAVS мс;1;
при пробе с натуживанием неустойчивое возрастание скорости до;1;
Массивный кальциноз задней створки МК Эксцентричный поток митральной регургитации;1;
мс Заключение Выявлена незначимая межжелудочковая диссинхрония миокарда;1;
Умеренно снижена систолическая функция ЛЖ за счет гипоакинезии переднебоковой стенки;1;
Предсердия значительно расширены;1;
PV – in AV– in MVEMVA–;1;
зон локального нарушения сократимости не выявлены;1;
Визуально значительного снижения сократительной способности ЛЖ не выявлено;1;
Полноценное исследование выполнить не представилось возможным изза выраженной деформации грудной клетки;1;
Парадоксальное движение МЖП отс;1;
Феномен спонтанного контрастрования отсутствует;1;
ребра;1;
систолическая функция сохранена;1;
Дуга аорты около;1;
Патологических образований на створках не выявлено;1;
вкрапления кальция в Мкольце;1;
Глобальная систолическая функция миокарда ЛЖ на нижней границе нормы Simpson BP около %;1;
Эффект спонтанного контрастирования в полости ЛП;1;
Определяется жидкость в полости перикарде по задней стенке до;1;
Снижена сократительная способность миокарда ЛЖ на фоне ФП тахисистолии;1;
лоцируются;1;
Умеренная дилатация обоих предсердий в большей степени;1;
Глобальная сократительная функция ЛЖ умерено снижена за счет акинезии миокарда нижней стенки ЛЖ;1;
Зона акинезии в базальных и срединных сегментах нижней и заднебоковой стенки ЛЖ миокарда в этой зоне более гиперэхогенный и немного истончен — возможно;1;
кальций в основании ЗС МК ТК и ПК не изменены;1;
верхушечного нижнего сегмента и срединного сегмента передней стенки ЛЖ;1;
Умеренно снижена систолическая функция ЛЖ за счет гипоакинезии срединного и верхушечного переднеперегородочного сегмента и гипокинезии остальных стенок;1;
PG МК;1;
Створки аортального уплотнены;1;
Акинезия нижнеперегородочной;1;
размером хх;1;
Глобальная сократимость не снижена ФВ около %;1;
Лёгкая дилатация левого предсердия и начальная дилатация левого желудочка;1;
Сократимость ПЖ сохраненаАорта на уровне синусов Вальсальвы;1;
Локальные нарушения сократимости акинезия верхушки ЛЖ;1;
Створки МК и ТК значительно уплотнены;1;
Аортальная недостаточность минимальная;1;
Зона акинезии в базальных отделах ПЖ;1;
Фиброз МЖП с истончением небольшого фрагмента базальных сегментов МЖП;1;
Значимых клапнных регургитаций не выявлено;1;
гипокинезии базальных срединных сегментов задней стенки ЛЖ;1;
МЖП несколько утолщена в базальном отделе;1;
систолическая функция ЛЖ без отрицательной динамики;1;
Расчетное среднее давление в ЛА;1;
Глобальная сократительная функция ЛЖ значительно снижена за счет дискинезии верхушки сердца и дистальных перегородочного и нижнего сегментов плоская аневризма акинезии дистальных переднего и бокового;1;
кальциноз корня и восходящего отдела аорты;1;
створки пролапс дистального отдела передней створки Ve;1;
Глобальная систолическая функция ЛЖ легко снижена за счет акинезии базального и срединного сегментов боковой стенки;1;
мс максимальный градиент –;1;
максград;1;
Зон локального гипокинеза убедительно не выявлено;1;
Короткий протокол перед КАГ Умеренная дилатация левого предсердия;1;
Приклапанная МРЕгст;1;
Резко выраженная дилатация правых камер;1;
Caeeaiea Iaooaiea nenoieeaneie ooieoee E;1;
Сохраняется высокая легочная гипертензия;1;
Систолическое давление в Ла измерить не удалось;1;
обусловлена дисфункция папиллярных мышц MR ERO;1;
зон нарушений локальной сократимости свободной стенки ПЖ не лоцируется;1;
Эксцентричная гипертрофия ЛЖ значительно утолщен базальный;1;
признаков его повышения нет;1;
Глобальная систолическая функция ЛЖ снижена за счет гипоакинезии передней стенки;1;
Хорошо сокращаются только базальные сегменты МЖП и боковой стенок;1;
При сравнении срезультатом предыдущего исследования отмечается увеличение глобальной сократительной способности ЛЖ;1;
субэндокардиальный фиброз верхушки;1;
гипоплазия N;1;
Зона гипокинезии в базальном и срединном сегментах заднебоковой стенки ЛЖ;1;
НПВ исходно не широкая —;1;
кинетика диффузная гипоакинезия;1;
Глобальная систолическая функция ЛЖ легко снижена за счет выраженной гипокинезии базальных и срединных сегментов задней и боковой стенок;1;
Незначительная дилатация левого предсердия по индексу объема;1;
ЛЖ и ПЖ не расширены Стенки ЛЖ симметрично утолщены;1;
Диффузная гипокинезия более выраженная в области передней стенки;1;
Клапанный аппарат – без особенностей;1;
Визуализация субоптимальная ввиду вынужденного положения пациента и тахипноэ;1;
Сознание ясное;1;
акинезия базального нижнего сегмента;1;
МПП пролабирует в полость ПП на;1;
мм нельзя исключить вегетациюТрикуспидальная регургитация;1;
отклонена влево в систолу желудочков;1;
восходящий отдел и легочный ствол адекватно не визуализированы;1;
ЭКГ Ритм ЭКС DDD;1;
створки умеренно уплотнены dPmax;1;
систолическая дисфункция ЛЖ за счет акинезиис истончением и элементами дискинезии базального и части срединного сегментов нижней стенки ЛЖ;1;
концентрическая гипертофия миокарда ЛЖ;1;
срединных сегментов сегментов нижней стенки ЛЖ;1;
Остальные крупные сосуды – без особенностей;1;
Лоцируется акинезия верхушечных сегментов МЖП;1;
Правый желудочек легко расширен;1;
восходящий отдел не визуализируется;1;
При локации межжелудочковой перегородки в мембранозной части определяется высокоскоростной ток;1;
Sмн;1;
млм кв за счет акинезии верхушки;1;
МН мин;1;
заключение Очаговое поражение ЛЖ;1;
Короткий протокол с целью оценки степени MR в динамике;1;
Глобальнаясистолическая функция ЛЖ незначительно снижена за счет гипокинезии задней;1;
Артальная регургитация I степени;1;
преимущественно у оснований;1;
мм по краям;1;
Асинхронизм МЖП на фоне экстрасистолии;1;
тонкая;1;
уравнение непрерывности потока;1;
Зон нарушения регионарнйо сократимости достоверно не выявлено;1;
Iieinoe naaoa ia anoeaiu;1;
Систолическая функция ЛЖ на нижней границе нормы;1;
Систолическое давление в легочной артерии доплеровским методом оценить не удалось;1;
лоцируется пристеночная эхопозитивная структура при ЦДК не прокрашивается;1;
небольшая предсердия;1;
верхушечных сегментов боковой и передней стенок;1;
Выраженная симметричная концентрическая ГЛЖ;1;
Митральный клапан передняя створка не удлинена;1;
движение запирательного элемента в полном объеме Vmax;1;
Заключение Не выявлено МЖД и ВЖД;1;
ФВ визуально %;1;
Глобальная систолическая функция ЛЖ незначительно снижена за счет акинезии нижней и срединнобазальных сегментов задней стенки ЛЖ;1;
contractaмм;1;
гипертрофия ЛЖ;1;
срединного переднеперегородочного сегментов гипокинезии срединного переднего и базального переднеперегородочного сегментов ЛЖ;1;
Систолическая функция ПЖ сохранена ТAPSE;1;
срединного нижнего сегмента гипокинезии базальных нижнего;1;
Неполный протокол целью оценки сократимости ПЖ и СДЛА;1;
Истончение МЖП на уровне всех сегментов;1;
движение створок в полном объеме площадь МО по РНТ;1;
m s;1;
Расширена аорта на уровне синусов Вальсальвы до;1;
Гипокинезия передней и боковой стенок;1;
%Сократительная способность ПЖ не измененаTAPSE мм Аорта несколько расширена в устье;1;
Заключение В динамике сохраняется значимая МЖД;1;
Значительная дилатация левых камер сердца и легкая;1;
Сочетанный порок аортального клапана дегенеративного генеза выраженный аортальный стеноз;1;
множественными участками кальциноза;1;
Диастолическая функция левого желудочка сохранена;1;
парусовидное движение передней створки МК;1;
Трикуспидальная регургитация инимальная;1;
Сократительная функция ПЖ не снижена TAPSE;1;
МПП лоцируется гипремобильность МПП;1;
в переднем перикардиальном пространстве под правым предсердием;1;
по ОМС;1;
пролабирует в полость левого предсердия в систолу;1;
миокард МЖП на уровне срединного и верхушечного сегментов — истончен;1;
Выраженная дилатация ПП;1;
Выраженнкая концентрическая гипертрофия миокарда ЛЖ ИММ;1;
Нарушения локальной сократимости акинезия базальносрединных сегментов зажней;1;
апикального и срединного сегментов нижней стенки;1;
Нарушено расслабление ЛЖ Кровоток на клапанах;1;
гипоакинезия срединных и верхушечных сегментов МЖП;1;
Легочный ствол не визуализимрован;1;
% ДД по типу нарушения релаксации;1;
в пределах допустимых величин;1;
руправление с частотой;1;
МК неравномерно уплотнены;1;
В проекции аортального клапана механический протез;1;
Глобальная и локальная систолическая функция ЛЖ легко снижена на фоне акинезии верхушки;1;
Клапанный аппарат без значимой патологии;1;
Количество жидкости в полости перикарда превышает физиологическое расхождение листков по всему контуру сердца с максимумом в области передней и боковой стенки;1;
Миокард левого желудочка умерено утолщен преимущественно в базальной области МЖП;1;
Выраженно фрагментарно кальцинированы полулуния аортального клапана;1;
за счет нарастания степени выраженности нарушения локальной сократимости;1;
Небольшая дилатация правого желудочка и левого желудочка на уровне апикальных сегментов;1;
Умеренно снижена систолическая функция ЛЖ за счет гипоакинезии верхушечных и срединных переднеперегородочных сегментов;1;
Восходяшая аорта расширена;1;
Определятся колебание транстрикуспидального и трансмитрального потоков при дыхании до %;1;
кальцинаты в основаниях створок;1;
гипокинезии МЖП и верхушки ЛЖ;1;
Правые камеры не нарушены;1;
Приклапанные МР;1;
Ла не расширена Лоцируется трехстворчатый АоК;1;
аорты;1;
Умеренна выраженная дилатация левого предсердия;1;
ЭКГ Ритм синусовый с частотой;1;
В митральной позиции определяется протез;1;
Визуализация затруднена в связи с вынужденным положением больного Легкая дилатация ЛП по индексу объема;1;
сферической формы;1;
мм слева направо;1;
Диастолическая дисфункция ЛЖ EEm;1;
акинезии срединных перегородочных и нижнего сегментов;1;
КДО ЛЖмл КСО ЛЖмл ФВ Simpson % Заключение Не выявлено значимой меж и внутрижелудочковой диссинхронии миокарда ЭКГ ФП;1;
мм за срединнодистальными сегментами;1;
расширена в восходящем отделе и устье;1;
Показатели глобальной сократительной способности ЛЖ легко снижены за счет акинезии задней стенки;1;
створки миксоматоз Ve;1;
гипокинезия верхушечных сегментов передней и боковой стенок;1;
Гипокинезия базального отдела нижней стенки не лоцируется;1;
